"","betaLrv","betaLrvHat"
"1",1,1.06188971187759
"2",1.00977097157538,0.922080290414652
"3",1.0365290311433,1.20989724856544
"4",1.07386689961333,1.15263420492333
"5",1.11433898002627,1.66952040642542
"6",1.15196334792156,1.2888361940435
"7",1.18330541650153,1.00943206565795
"8",1.20727280490538,1.32315273661958
"9",1.22432300408136,1.60382210606281
"10",1.23566427849098,1.82728898648712
"11",1.24269745529193,1.60213805582374
