"","X1","X2","middle","corArray"
"1",0.237528194917599,0.124884251339837,0.181206223128718,0
"2",0.235383253113278,0.12577399714346,0.180578625128369,0.0988482249480614
"3",0.233244159943946,0.126611776122504,0.179927968033225,0.191125694618226
"4",0.231103197773615,0.127403358959312,0.179253278366464,0.27178465669227
"5",0.228953691242944,0.128153533734621,0.178553612488782,0.338140473806769
"6",0.226789539818781,0.128866370624917,0.177827955221849,0.389824765659598
"7",0.224604799913815,0.129545421047096,0.177075110480455,0.428141818211595
"8",0.222393277121718,0.13019387176382,0.176293574442769,0.455272231643198
"9",0.22014809148469,0.130814667992673,0.175481379738682,0.473627495064799
"10",0.2178611749695,0.131410615303788,0.174635895136644,0.485452653191823
