"","lowerBound","upperBound","middle","corArray"
"1",0.0230030902355711,0.307737705959581,0.165370398097576,0
"2",0.0197830398863738,0.312168251641651,0.165975645764012,0.0988482249480614
"3",0.0166866453778428,0.316469014944205,0.166577830161024,0.191125694618226
"4",0.0136863508742501,0.320665159661859,0.167175755268054,0.27178465669227
"5",0.0107582723319344,0.32477786395118,0.167768068141557,0.338140473806769
"6",0.00788101952601769,0.328825681252431,0.168353350389224,0.389824765659598
"7",0.00503476459075447,0.332825617401789,0.168930190996272,0.428141818211595
"8",0.00220045250481873,0.336794042359965,0.169497247432392,0.455272231643198
"9",-0.000640927806439789,0.340747528140599,0.170053300167079,0.473627495064799
"10",-0.00350908384714654,0.344703693609621,0.170597304881237,0.485452653191823
