"","X1","X2","middle","corArray"
"1",0.262324526888107,0.533098527849731,0.397711527368919,0
"2",0.268213829965721,0.53555430103905,0.401884065502386,0.0663229626362696
"3",0.273994075273006,0.53796602165735,0.405980048465178,0.130630040067449
"4",0.279677363916489,0.540339696240936,0.410008530078712,0.191125694618226
"5",0.28527444614649,0.542680701997595,0.413977574072042,0.246406570140474
"6",0.290795031392315,0.544993932517563,0.417894481954939,0.295553781882821
"7",0.296248054885508,0.547283922747484,0.421765988816496,0.338140473806769
"8",0.301641913170237,0.549554959356035,0.425598436263136,0.374171769046126
"9",0.306984678660652,0.551811181542976,0.429397930101814,0.403985501235574
"10",0.312284302042628,0.554056676671492,0.43317048935706,0.428141818211595
"11",0.317548810590761,0.556295574762627,0.436922192676694,0.447322198174175
"12",0.32278651031088,0.558532145844898,0.440659328077889,0.462248852616438
"13",0.328006200214722,0.56077090439994,0.444388552307331,0.473627495064799
"14",0.333217408038391,0.563016725717779,0.448117066878085,0.482111391606741
"15",0.338430658451091,0.56527497994372,0.451852819197406,0.488282283228201
