"","lowerBound","upperBound","middle","corArray"
"1",-0.0407282755547999,0.204032916756833,0.0816523206010165,0
"2",-0.0273278532791821,0.216008718809318,0.0943404327650682,0
"3",-0.014484608762807,0.226959195620505,0.106237293428849,0
"4",-0.00215665138657065,0.236999834646559,0.117421591629994,0
"5",0.0096857162625978,0.246223082102932,0.127954399182765,0
"6",0.021064004637777,0.254704737029073,0.137884370833425,0
"7",0.0319945453327863,0.262508426976101,0.147251486154444,0
"8",0.0424908073419263,0.269688799631986,0.156089803486956,0
"9",0.0525652317440843,0.276293843704898,0.164429537724491,0
"10",0.0622307381770747,0.282366616261246,0.17229867721916,0
