"","X1","X2","middle","corArray"
"1",0.289721342693264,0.564642969636183,0.427182156164723,0
"2",0.293012046455316,0.567054863070751,0.430033454763034,0.0663229626362696
"3",0.296221150161565,0.569370877475071,0.432796013818318,0.130630040067449
"4",0.299358445723084,0.571600964401564,0.435479705062324,0.191125694618226
"5",0.302432361582278,0.573753638538903,0.43809300006059,0.246406570140474
"6",0.305450244342594,0.575836267208374,0.440643255775484,0.295553781882821
"7",0.308418587144841,0.577855299839699,0.44313694349227,0.338140473806769
"8",0.311343218097177,0.579816452390204,0.44557983524369,0.374171769046126
"9",0.314229458847752,0.581724857787651,0.447977158317702,0.403985501235574
"10",0.317082261130958,0.583585190749538,0.450333725940248,0.428141818211595
"11",0.319906327546677,0.585401773407064,0.452654050476871,0.447322198174175
"12",0.322706221766854,0.587178666807961,0.454942444287407,0.462248852616438
"13",0.32548647268975,0.588919752435341,0.457203112562545,0.473627495064799
"14",0.328251676709775,0.590628807260067,0.459440241984921,0.482111391606741
"15",0.3310066022056,0.5923095754797,0.46165808884265,0.488282283228201
