"","X1","X2","middle","corArray"
"1",0.369685773628038,0.479580076401002,0.42463292501452,0
"2",0.375524618648332,0.483972189182583,0.429748403915457,0.0988482249480614
"3",0.381085107423632,0.488158749804404,0.434621928614018,0.191125694618226
"4",0.386406199947516,0.492169064868611,0.439287632408064,0.27178465669227
"5",0.391519636598052,0.496027044436665,0.443773340517358,0.338140473806769
"6",0.396452077921566,0.499752813247507,0.448102445584537,0.389824765659598
"7",0.401226718731116,0.503363928414113,0.452295323572614,0.428141818211595
"8",0.405864566523096,0.506876347155349,0.456370456839223,0.455272231643198
"9",0.410385519532035,0.510305247126829,0.460345383329432,0.473627495064799
"10",0.414809350218774,0.513665780037328,0.464237565128051,0.485452653191823
