"","","","","","","corArray"
"1",0.289246190418831,0.314127728805914,0.375590662013245,0.480094047839787,0.338103909131297,0
"2",0.296660386814283,0.314249581065657,0.378911463620703,0.482533316993929,0.343313624454663,0.0988482249480614
"3",0.303757192295965,0.314363105174994,0.382099276411786,0.48485523024105,0.348355749930862,0.191125694618226
"4",0.3105813974455,0.314464922231136,0.385172481136224,0.487073068092208,0.353257058451956,0.27178465669227
"5",0.317170144154099,0.314551761182352,0.388146286391383,0.489197044099012,0.358039510098206,0.338140473806769
"6",0.323555285113884,0.31462042549521,0.391033721182626,0.49123520422932,0.36272178650291,0.389824765659598
"7",0.329765211605267,0.31466775973514,0.393846408531304,0.493194087567099,0.367320496652805,0.428141818211595
"8",0.33582635181118,0.314690611434973,0.396595203489709,0.495079228840495,0.37185118427359,0.455272231643198
"9",0.341764490656097,0.314685783564524,0.399290758206197,0.496895557368641,0.376329235456717,0.473627495064799
"10",0.34760603750592,0.314649972100482,0.401944066814792,0.498647731780294,0.380770770978979,0.485452653191823
"11",0.353379364333159,0.314579681487413,0.404567041670255,0.500340441526421,0.38519360751154,0.492643334768602
