"","V1","V2","V3","V4","V5"
"1",-0.147022513910392,-0.193706582786856,-0.141522888283712,-0.133764898545206,-0.130715088234995
"2",-0.146515374004732,-0.192869884899067,-0.140881296373736,-0.13392894031109,-0.130766385105148
"3",-0.146035687682979,-0.192021399767329,-0.140286201747947,-0.134109586734574,-0.130824444113352
"4",-0.145580786579187,-0.191158327476157,-0.139731507515192,-0.134305763544155,-0.130888585489257
"5",-0.145148599334934,-0.19027828793277,-0.139212311793701,-0.134516714183001,-0.13095824629284
"6",-0.144737481321016,-0.189379139962552,-0.138724576348492,-0.134741944624956,-0.131032960691769
"7",-0.144346089394134,-0.188458820589719,-0.138264888610422,-0.134981199857496,-0.131112350446947
"8",-0.143973287125315,-0.18751519036971,-0.137830285549011,-0.135234465488098,-0.131196123279078
"9",-0.143618070664013,-0.186545871967776,-0.137418118465353,-0.135501992239341,-0.131284078088579
"10",-0.143279508298612,-0.185548068502506,-0.137025944110978,-0.135784344648465,-0.13137611703114
"11",-0.142956688518543,-0.184518345379547,-0.13665143122155,-0.136082478970848,-0.131472265460287
