"","V1","V2","V3","V4","V5"
"1",0.0884636424989585,0.169910630576064,0.0720613529347012,-0.0675183578019301,-0.180419746962515
"2",0.366113551306125,0.233304258363668,0.0550732358597399,0.000991631156306026,-0.119779334164597
"3",0.314515305816488,0.128534373949421,0.0894076883203975,0.0252100144991098,-0.0536427030440261
"4",0.296348878835604,0.127860082631901,0.0972749216310955,0.0417647383084885,-0.0310122893252472
"5",0.265041010968435,0.168492731297569,0.0973957934335223,0.0462177963376296,-0.0187996214900744
"6",0.264469860220457,0.181520327631562,0.0587362003709297,0.0444528913912462,-0.030222913622719
"7",0.165573868888348,0.227378670058603,0.0765979376816662,0.0594878378368957,-0.00894600728159816
"8",0.166630162342522,0.109388681069755,0.0937599798975124,0.0259932611800041,-0.00536430239201433
"9",0.182564804183685,0.121907980392602,0.134720417215317,0.0469032274909923,-0.00355771603597003
"10",0.190266131147363,0.112484458116904,0.0822845815976062,0.0559073054624486,8.04318398695192e-06
