"","","","","","","corArray"
"1",0.0772830779480312,0.0942828178687207,0.0816045844511914,0.0715246677424586,0.0694148475598086,0
"2",0.136705224922848,0.133813829521736,0.125797664104965,0.131731697530112,0.120712938101157,0.0988482249480614
"3",0.205764441358328,0.184762714932468,0.180388475207471,0.195883130809711,0.188025125200341,0.191125694618226
"4",0.285691541355654,0.246580680733587,0.249719678825311,0.258522318722504,0.268562184007866,0.27178465669227
"5",0.36169670904831,0.310935464229851,0.323120688686751,0.311876618966786,0.344998946878401,0.338140473806769
"6",0.418042533080377,0.369126531205293,0.383529176844748,0.359367782382419,0.401868464407551,0.389824765659598
"7",0.453788396775752,0.416377253010174,0.425096600216786,0.406335313469321,0.435331058929777,0.428141818211595
"8",0.475098619538951,0.450703087351158,0.452567818083788,0.446653097240131,0.45122732042306,0.455272231643198
"9",0.486042898086916,0.473743907984462,0.471569347581937,0.47179404553661,0.460371232706354,0.473627495064799
"10",0.490434167237429,0.490446243311623,0.484785649338443,0.48232009655587,0.470266290865911,0.485452653191823
"11",0.492055763660379,0.505871638130819,0.493415152936974,0.48493090976239,0.482353304232901,0.492643334768602
