"","","","","","","corArray"
"1",0.0175969038602816,-0.150312940812393,-0.0634351532402606,0.0462861001464278,-0.0449196076320901,0
"2",0.209160984831815,0.0792500272683711,0.0883521505040232,0.165945630130977,0.100352957403589,0.0988482249480614
"3",0.276844114514042,0.108939759892943,0.214913031149738,0.18621095663178,0.246698566933839,0.191125694618226
"4",0.320851805926511,0.260534442479984,0.298765094719673,0.285650124192757,0.261044788943396,0.27178465669227
"5",0.23286625939253,0.334959482098308,0.269168136550878,0.36243880306173,0.477110377135154,0.338140473806769
"6",0.383350149634138,0.375311838241028,0.365792779538445,0.395983692291181,0.362926635573412,0.389824765659598
"7",0.415629169060915,0.451856768263253,0.512867485389073,0.510524321477147,0.407220737007488,0.428141818211595
"8",0.450046837096678,0.396583237748933,0.441324634450737,0.455720486731034,0.474021976259409,0.455272231643198
"9",0.442730275691806,0.49074634729369,0.510585099219708,0.464941754747197,0.478471424049688,0.473627495064799
"10",0.416107363593057,0.508041746992683,0.456073184994606,0.46158272018841,0.52506499188441,0.485452653191823
"11",0.510207268033502,0.4117519215274,0.481867191092898,0.573002046090693,0.599512469796647,0.492643334768602
