"","lowerBound","upperBound","middle","corArray"
"1",0.46172164701895,-0.501453890253187,-0.0198661216171189,0
"2",0.434501346100637,-0.492953624992177,-0.0292261394457697,0
"3",0.408836424593296,-0.484145330674576,-0.0376544530406398,0
"4",0.384571748482943,-0.475114749015778,-0.0452715002664175,0
"5",0.361585373049506,-0.465931478561008,-0.0521730527557508,0
"6",0.339778739469347,-0.456652834020524,-0.0584370472755887,0
"7",0.319069549382291,-0.447326180744566,-0.0641283156811375,0
"8",0.299386483943054,-0.437990338434818,-0.069301927245882,0
"9",0.280665197524347,-0.428676391520645,-0.0740055969981491,0
"10",0.262845181918044,-0.41940809553137,-0.078281456806663,0
"11",0.245867199546898,-0.410201978015929,-0.0821673892345151,0
