"","lowerBound","upperBound","middle","corArray"
"1",0.0658650602437248,0.510534248521924,0.288199654382824,0
"2",0.0288689775951616,0.525349634686121,0.277109306140641,0
"3",-0.00596562133920808,0.538359369061282,0.266196873861037,0
"4",-0.0387850253207285,0.549625482598467,0.255420228638869,0
"5",-0.0696913945706746,0.559180932126902,0.244744768778114,0
"6",-0.0987543987080863,0.567036130846435,0.234140866069174,0
"7",-0.126019567240243,0.573183053427799,0.223581743093778,0
"8",-0.151514217657703,0.577597376448519,0.213041579395408,0
"9",-0.175251477268613,0.580238839615827,0.202493681173607,0
"10",-0.197232662232143,0.581049780075222,0.191908558921539,0
"11",-0.217448063832979,0.579951548481962,0.181251742324492,0
