"","X1","X2","middle","corArray"
"1",0.237202061817869,0.102823316838674,0.170012689328271,0
"2",0.240941755350551,0.105729808246033,0.173335781798292,0.0663229626362696
"3",0.244549817275101,0.108541048442063,0.176545432858582,0.130630040067449
"4",0.248032134747406,0.111260614919483,0.179646374833445,0.191125694618226
"5",0.251393548112399,0.113891303843812,0.182642425978105,0.246406570140474
"6",0.254638037302304,0.116435262669125,0.185536649985714,0.295553781882821
"7",0.257768876064723,0.118894100139682,0.188331488102202,0.338140473806769
"8",0.260788761057417,0.121268978521831,0.191028869789624,0.374171769046126
"9",0.263699921274236,0.123560691794192,0.193630306534214,0.403985501235574
"10",0.266504212113706,0.125769732692268,0.196136972402987,0.428141818211595
"11",0.269203197560493,0.127896350879717,0.198549774220105,0.447322198174175
"12",0.271798223347289,0.129940604048618,0.200869413697953,0.462248852616438
"13",0.274290483552836,0.131902403397549,0.203096443475192,0.473627495064799
"14",0.276681082842725,0.133781554672839,0.205231318757782,0.482111391606741
"15",0.278971096462348,0.135577795767275,0.207274446114812,0.488282283228201
"16",0.281161630152104,0.137290831740854,0.209226230946479,0.492643334768602
