"","X1","X2","middle","corArray"
"1",-0.271876463607044,-0.358730100353164,-0.315303281980104,0
"2",-0.278032996743436,-0.333163146705538,-0.305598071724487,0
"3",-0.283316097546202,-0.309130738503364,-0.296223418024783,0
"4",-0.287818058364915,-0.286473690917096,-0.287145874641005,0
"5",-0.291617200297558,-0.265056490482818,-0.278336845390188,0
"6",-0.294780570894481,-0.244762581274667,-0.269771576084574,0
"7",-0.297366000641896,-0.225490699367264,-0.26142835000458,0
"8",-0.299423682087022,-0.207151989677241,-0.253287835882132,0
"9",-0.300997388594439,-0.189667712021214,-0.245332550307827,0
"10",-0.302125417011223,-0.172967394054527,-0.237546405532875,0
"11",-0.302841315278135,-0.156987324668414,-0.229914319973274,0
"12",-0.303174439179061,-0.141669307016892,-0.222421873097976,0
"13",-0.303150369906932,-0.126959608668468,-0.2150549892877,0
"14",-0.302791214517018,-0.112808059472084,-0.207799636994551,0
"15",-0.302115803614139,-0.0991672569587548,-0.200641530286447,0
"16",-0.301139793996009,-0.0859918453736532,-0.193565819684831,0
