"","X1","X2","middle","corArray"
"1",-0.232659492387418,-0.342608821726198,-0.287634157056808,0
"2",-0.224621120670964,-0.331858706406365,-0.278239913538665,0
"3",-0.216835410738156,-0.321554862529565,-0.269195136633861,0
"4",-0.209276019892173,-0.311648236279804,-0.260462128085988,0
"5",-0.201920564843232,-0.302097310329561,-0.252008937586397,0
"6",-0.194749794938046,-0.292866548774806,-0.243808171856426,0
"7",-0.187746932526388,-0.283925178349761,-0.235836055438075,0
"8",-0.180897138621103,-0.275246219530369,-0.228071679075736,0
"9",-0.174187072661603,-0.266805704512243,-0.220496388586923,0
"10",-0.167604522656974,-0.258582035270589,-0.213093278963782,0
"11",-0.161138087218918,-0.250555446248871,-0.205846766733894,0
"12",-0.154776894624399,-0.242707544156306,-0.198742219390352,0
"13",-0.148510346482647,-0.23502090284723,-0.191765624664939,0
"14",-0.142327875080602,-0.227478694935213,-0.184903285007907,0
"15",-0.136218704194831,-0.220064344056521,-0.178141524125676,0
"16",-0.130171603148563,-0.212761182766293,-0.171466392957428,0
