"","","","","","","corArray"
"1",0.0196171509350796,0.0075833727761052,-0.0306244545231708,0.0409289456638521,0.0458984641831449,0
"2",0.0116235752276688,-0.0119596828094207,-0.0222231248279136,0.033229119636312,0.0361901812392845,0
"3",0.00473934133197422,-0.0213339806005808,-0.00726674917897104,0.0218262156822931,0.0243388226357072,0
"4",-0.00197367368706201,-0.0207759886268608,0.0133649798693432,0.00486296030751291,0.01173994050774,0
"5",-0.00939669918676873,-0.016378304631395,0.0300097426902288,-0.014563459437196,0.00209791569726353,0
"6",-0.0178520365808717,-0.0170821291935532,0.0323329819741939,-0.0289547649252734,-0.00383715210880947,0
"7",-0.0234451478163838,-0.0249557661071907,0.018162153144269,-0.0314763873750741,-0.0087182521777809,0
"8",-0.0198314847377111,-0.0335986244951794,-0.00472976282837776,-0.0217601976940173,-0.0124010734751031,0
"9",-0.00810994413550594,-0.03707655998497,-0.0237430465188315,-0.00740652942558291,-0.011555256570355,0
"10",0.00421692231458287,-0.0368520403505144,-0.0346499682477087,0.00413212610758736,-0.00505718215404765,0
"11",0.0133538497686078,-0.0369431275088528,-0.0423292893738272,0.0110791008475412,0.00509271730235041,0
