"","V1","V2","V3","V4","V5"
"1",0.199259028629891,0.261044486152325,0.0439617338787342,-0.0210564984486883,-0.136861434520357
"2",0.237696078636562,0.186976951955645,0.0723816983779839,0.000747325854344925,-0.101886117314907
"3",0.283233735258807,0.217031222467137,0.0941262097754156,0.033645723013198,-0.0583113223517625
"4",0.240454347145232,0.160296905343457,0.080897635331564,0.0269722966050663,-0.0445836660184633
"5",0.224486974568488,0.0965072223804765,0.131478070825097,0.022595676564026,-0.0201957080243058
"6",0.301630191558571,0.133850254173432,0.076501462731368,0.0365596343037111,-0.0202490386629659
"7",0.175717287677673,0.150246066629989,0.11285575409042,0.0484966075838478,-0.00895375521871409
"8",0.197913465020556,0.119479077605865,0.0834813670541291,0.0472534622345266,-0.00635263400226845
"9",0.243424924474345,0.0981723645902634,0.134531297808631,0.0460408285405771,-0.00249207960605378
"10",0.173006204615057,0.149355705103076,0.104376730556282,0.0555340385137026,6.39565094820876e-06
