"","","","","","","corArray"
"1",0.0864743234531435,0.0607994618125727,0.0615659157768065,0.0965589157324487,0.0385207576767776,0
"2",0.133718644923347,0.11526107835778,0.108721044515806,0.147266606638896,0.108898661481809,0.0988482249480614
"3",0.191344278253798,0.177508283364271,0.167060074366924,0.210127610740739,0.189728633259456,0.191125694618226
"4",0.25772820604431,0.248466032189173,0.240045665643804,0.284540216940501,0.273039185091655,0.27178465669227
"5",0.325606953962141,0.32119285616164,0.315481241971604,0.354508992642376,0.344144235144334,0.338140473806769
"6",0.38897205083707,0.386257584382226,0.377082482301149,0.402874249917255,0.400064524962372,0.389824765659598
"7",0.441151173605954,0.43607534203994,0.420960668620363,0.428468938901632,0.443108203043249,0.428141818211595
"8",0.474963062719594,0.467139798652061,0.451968552387977,0.440261775999631,0.469721105075773,0.455272231643198
"9",0.491703354197447,0.481328629535425,0.474662143563772,0.445199004905538,0.480183447442888,0.473627495064799
"10",0.500524123922444,0.48452694502275,0.491725093795979,0.447088661068551,0.48154935507877,0.485452653191823
"11",0.508961132799783,0.482846540738009,0.505619942477056,0.448263199830238,0.479820768359336,0.492643334768602
