"","V1","V2","V3","V4","V5"
"1",0.111320861921528,0.0790044789729068,0.0375217595768877,-0.013216663197528,-0.113878961091235
"2",0.205479661404858,0.115511556405359,0.020064007773929,0.00058259153856933,-0.0738877651794417
"3",0.175511801227766,0.111589412499033,0.0291868154429941,0.0131081870790136,-0.0255817214109478
"4",0.161558917334022,0.0716936928116898,0.0385330650440633,0.0168870258171434,-0.0245775953626458
"5",0.15619106891638,0.108197395686405,0.0331771061208931,0.0189868151274523,-0.0151643724000168
"6",0.14415347281073,0.0685253625195394,0.0626713996799288,0.0172422429718445,-0.00762240348025895
"7",0.165850122793216,0.0757907650000049,0.0579797386865044,0.0265436484746958,-0.00789677951221474
"8",0.155658758323299,0.0897127278807764,0.0359857899690702,0.0245646509615228,-0.00355563850664578
"9",0.0990426628020559,0.070693850078563,0.0404428058726183,0.0171089058447899,-0.00178006958379353
"10",0.106606932614812,0.0819512672072326,0.0418830914220503,0.025775983028305,4.620799325959e-06
