"","lowerBound","upperBound","middle","corArray"
"1",0.820911515110747,0.820911515110747,0.820911515110747,0
"2",0.815852525768472,0.815852525768472,0.815852525768472,0.0988482249480614
"3",0.810935070615927,0.810935070615927,0.810935070615927,0.191125694618226
"4",0.806119048246482,0.806119048246482,0.806119048246482,0.27178465669227
"5",0.801372550326222,0.801372550326222,0.801372550326222,0.338140473806769
"6",0.796669263097632,0.796669263097632,0.796669263097632,0.389824765659598
"7",0.79198657090664,0.79198657090664,0.79198657090664,0.428141818211595
"8",0.787304091502416,0.787304091502416,0.787304091502416,0.455272231643198
"9",0.782602461761924,0.782602461761924,0.782602461761924,0.473627495064799
"10",0.777862240531515,0.777862240531515,0.777862240531515,0.485452653191823
"11",0.773062817062028,0.773062817062028,0.773062817062028,0.492643334768602
