"","lowerBound","upperBound","middle","corArray"
"1",0.0819910012896451,0.575041832903964,0.328516417096805,0
"2",0.0580052582575935,0.578555126503637,0.318280192380615,0.0988482249480614
"3",0.0347425943897524,0.58203424067241,0.308388417531081,0.191125694618226
"4",0.012031039122354,0.585490712510841,0.298760875816598,0.27178465669227
"5",-0.0102646804560654,0.588933609858009,0.289334464700972,0.338140473806769
"6",-0.032254014228009,0.592370009385126,0.280057997578559,0.389824765659598
"7",-0.0540285859885576,0.595805452952767,0.270888433482105,0.428141818211595
"8",-0.0756683451980025,0.599244350705044,0.261788002753521,0.455272231643198
"9",-0.0972465722224465,0.602690322899863,0.252721875338708,0.473627495064799
"10",-0.11883424288555,0.606146479012954,0.243656118063702,0.485452653191823
"11",-0.1405041562347,0.609615630675497,0.234555737220399,0.492643334768602
