"","X1","X2","middle","corArray"
"1",-0.122709883300982,-0.10954180076714,-0.116125842034061,0
"2",-0.120283167443509,-0.106363136785977,-0.113323152114743,0
"3",-0.117919012162787,-0.103275367584143,-0.110597189873465,0
"4",-0.115609400863888,-0.100267181895217,-0.107938291379552,0
"5",-0.11334738992301,-0.0973288488578983,-0.105338119390454,0
"6",-0.111126880832367,-0.0944518862070229,-0.102789383519695,0
"7",-0.108942435318392,-0.0916287935500417,-0.100285614434217,0
"8",-0.106789122246703,-0.0888528338789808,-0.0978209780628419,0
"9",-0.104662387810776,-0.086117850663339,-0.0953901192370577,0
"10",-0.102557942351742,-0.0834181107721499,-0.0929880265619461,0
"11",-0.100471658408497,-0.0807481654615453,-0.0906099119350211,0
"12",-0.0983994753996578,-0.0781027229810426,-0.0882510991903502,0
"13",-0.0963373067828837,-0.0754765271499503,-0.085906916966417,0
"14",-0.0942809456701937,-0.0728642366222097,-0.0835725911462017,0
"15",-0.0922259647117145,-0.0702602995301065,-0.0812431321209105,0
"16",-0.0901676055717895,-0.0676588177654477,-0.0789132116686186,0
