"","V1","V2","V3","V4","V5"
"1",-0.0515643975328363,-0.0409006376239374,-0.0390021630444078,-0.0368531160999034,-0.0432765598934865
"2",-0.0516667258477887,-0.0405358915724708,-0.0388705008182318,-0.0368213533479749,-0.0433513783095366
"3",-0.0517641321697881,-0.0401971031558575,-0.0387394294488772,-0.0367953287059748,-0.043420954923214
"4",-0.0518570355517358,-0.0398811289363843,-0.0386085121879845,-0.0367741592796931,-0.043485627515112
"5",-0.0519458175343744,-0.0395853407257035,-0.0384773703843312,-0.0367571313799267,-0.0435456672524297
"6",-0.0520308340908305,-0.0393074810772468,-0.0383456573543714,-0.0367436581171976,-0.0436012981871873
"7",-0.0521124271431226,-0.0390455556276748,-0.0382130345285715,-0.0367332502412987,-0.0436527118376056
"8",-0.0521909358102712,-0.0387977494820687,-0.038079147831647,-0.0367254958402474,-0.0437000783337675
"9",-0.0522667078790109,-0.0385623584757271,-0.0379436023005307,-0.0367200461067656,-0.0437435551946143
"10",-0.0523401122448003,-0.0383377281521338,-0.0378059326731552,-0.036716605372073,-0.0437832945550743
"11",-0.0524115533675454,-0.0381221941110696,-0.0376655670265977,-0.0367149242484822,-0.043819449536758
