"","","","","","","corArray"
"1",0.544316705716341,0.520905613327589,0.519426504778129,0.471840063038271,0.503964354691077,0.5
"2",0.487122514451696,0.507317708510623,0.498470415966376,0.519485707750164,0.481466852409836,0.499993729159028
"3",0.504626318687717,0.48867280089339,0.506998926771398,0.51503975209867,0.513099188176428,0.499898664846181
"4",0.504773097103852,0.486316087036319,0.479558876449088,0.498842991737051,0.510692685087555,0.499478521780977
"5",0.523010935995027,0.500147917717208,0.521779025839118,0.483147293540066,0.502686367584281,0.49831434648249
"6",0.498808311739149,0.499825523472346,0.468774465400319,0.492313708795386,0.468636110179836,0.495767019915648
"7",0.481940009354545,0.470604352412073,0.46025908582058,0.485060983683202,0.461450672565643,0.490926709872451
"8",0.460546951206541,0.454243704565495,0.498262561064434,0.474619954671598,0.510933603897489,0.482555277582294
"9",0.467660390684314,0.470108809991611,0.456955391176058,0.458234794356136,0.497741824857962,0.469036352038599
"10",0.457568169466444,0.483569341664557,0.439234170250382,0.458264075562281,0.428067519330608,0.44836298172395
"11",0.380556989255629,0.397162912157642,0.431448193027173,0.38512139353932,0.405342975239172,0.418214404371278
