"","V1","V2","V3","V4","V5"
"1",0.619039910789312,0.0199985343470316,0.0146386845304643,-0.0365684505671802,-0.090448341491605
"2",0.101744648047135,0.0928077800995667,0.014604024878113,0.000717055324620734,-0.0370540646760115
"3",0.1768958902554,0.134305975442124,0.0359526178104291,0.00779017275731524,-0.0393864657871397
"4",0.182231934851945,0.0632450777935102,0.0499416788190848,0.0178875344976069,-0.0240679467692342
"5",0.195158230809787,0.105045200796919,0.0403082296392838,0.0208938484337182,-0.0130579789983466
"6",0.138016653173478,0.0789306774116343,0.048322955738801,0.0204382109533397,-0.00790282435599253
"7",0.128182620836673,0.105948183028611,0.0536879259933273,0.0228603587748359,-0.00700451432734366
"8",0.0986765509043819,0.104250282667921,0.0434695477587582,0.0221439093414585,-0.0024784709574055
"9",0.0960915123303719,0.0677428230993959,0.0369812661483041,0.0186262169686563,-0.00156670711406057
"10",0.112025547520076,0.0587124889622801,0.0624452095584693,0.0222799259260864,4.82648547927465e-06
